Protein.IDs,LFQ.intensity.01.51.48.N,LFQ.intensity.02.2870.17.T,LFQ.intensity.03.613.19.T,LFQ.intensity.04.91.19.N,LFQ.intensity.05.1200.18.N,LFQ.intensity.06.34.20.T,LFQ.intensity.07.306.19.T,LFQ.intensity.08.2283.18.T,LFQ.intensity.10.885.17.T,LFQ.intensity.11.51.18.T,LFQ.intensity.12.1315.18.T,LFQ.intensity.13.1219.17.T,LFQ.intensity.14.1301.19.N,LFQ.intensity.15.1219.17.N,LFQ.intensity.16.2286.19.T,LFQ.intensity.17.2097.17.T,LFQ.intensity.18.1301.19.T,LFQ.intensity.19.2870.17.N,LFQ.intensity.20.2097.17.N,LFQ.intensity.21.613.19.N,LFQ.intensity.22.1200.18.T,LFQ.intensity.23.1512.18.T,LFQ.intensity.24.885.17.N,LFQ.intensity.25.2286.19.N,LFQ.intensity.26.91.19.T,LFQ.intensity.27.1315.18.N,LFQ.intensity.28.2283.18.N
sp|O14975-2|S27A2_HUMAN;sp|O14975|S27A2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O14976-2|GAK_HUMAN;sp|O14976|GAK_HUMAN,NA,2378700,NA,NA,NA,NA,2302400,NA,NA,2040900,1817900,NA,NA,NA,1185700,NA,1424900,NA,NA,NA,2123900,NA,NA,NA,NA,NA,NA
sp|O14979-3|HNRDL_HUMAN;sp|O14979-2|HNRDL_HUMAN;sp|O14979|HNRDL_HUMAN,2741600,3723600,1700100,NA,1509100,2757400,2661600,3092500,1693200,3260700,2457400,2916000,1598000,1846300,2041300,2365700,2352900,1874700,NA,1134300,2045200,2567900,1850300,2232600,1912800,2050900,2474200
sp|O14980|XPO1_HUMAN,738730,1475700,1305900,NA,953110,673150,3954300,376190,NA,935770,2109400,1773000,NA,1511500,2470000,2684200,816720,687760,1323900,391110,1199500,712960,NA,2030700,725350,1716600,969190
sp|O14981-2|BTAF1_HUMAN;sp|O14981|BTAF1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O15020-2|SPTN2_HUMAN;sp|O15020|SPTN2_HUMAN,NA,NA,1811200,NA,NA,NA,814270,NA,NA,NA,NA,NA,NA,NA,NA,1860700,NA,NA,NA,NA,NA,2486300,NA,NA,NA,NA,NA
sp|O15027-2|SC16A_HUMAN;sp|O15027-4|SC16A_HUMAN;sp|O15027-3|SC16A_HUMAN;sp|O15027|SC16A_HUMAN;sp|O15027-5|SC16A_HUMAN,1178600,2888700,1173900,1009900,947920,1721600,2151400,3702700,2184000,1857600,2809900,3419400,1435000,869670,NA,1615600,3580700,1165900,979240,NA,817910,2533800,652580,579020,2491400,1079500,1571600
sp|O15031|PLXB2_HUMAN,NA,801350,660030,743250,NA,956840,NA,680450,671770,700420,545400,504540,NA,NA,NA,NA,805090,599580,NA,NA,580320,734400,713050,NA,NA,685410,NA
sp|O15042|SR140_HUMAN;sp|O15042-2|SR140_HUMAN;sp|O15042-3|SR140_HUMAN,NA,6463200,5075100,NA,NA,3979200,9111500,3457600,6382500,4909700,4043000,7681500,NA,NA,7249500,8143800,5315400,NA,NA,NA,5160100,NA,NA,NA,NA,NA,NA
sp|O15061|SYNEM_HUMAN;sp|O15061-2|SYNEM_HUMAN;sp|O15061-3|SYNEM_HUMAN,NA,NA,NA,3158100,NA,NA,954510,NA,1010900,NA,NA,NA,NA,NA,2014700,NA,NA,NA,NA,1253800,1277100,NA,2613700,2918900,NA,1307600,NA
sp|O15067|PUR4_HUMAN,982870,2172800,1103400,NA,949990,1779800,2273600,1505100,1643900,1199100,1322400,2132700,1504100,1533800,2345400,1552400,1496800,1044200,1001600,1201400,1348300,1802900,1048900,1209600,1996600,1409700,NA
sp|O15075-2|DCLK1_HUMAN;sp|O15075|DCLK1_HUMAN;sp|O15075-3|DCLK1_HUMAN;sp|O15075-4|DCLK1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842600,NA,NA,NA,NA,3367900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O15116|LSM1_HUMAN,NA,NA,646110,NA,NA,NA,NA,NA,NA,NA,406990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O15118|NPC1_HUMAN;sp|O15118-2|NPC1_HUMAN,NA,NA,596720,NA,NA,NA,NA,1008900,NA,NA,NA,NA,NA,NA,NA,NA,NA,672080,NA,838840,NA,NA,NA,NA,NA,NA,NA
sp|O15127|SCAM2_HUMAN,1629400,1637000,1964400,NA,NA,3108600,2289500,2690700,2301100,2073500,1874900,NA,1794800,NA,NA,NA,2491400,2502000,NA,NA,NA,NA,NA,NA,2731700,2672700,NA
sp|O15143|ARC1B_HUMAN,6057900,5313200,4331300,3924600,5990100,4765400,3949300,5568800,6260000,5095200,9205300,4535700,6419000,6519000,3606100,2801400,6719100,7877100,6565900,5236200,6695800,6408900,4767500,4670900,6075100,5578400,5015500
sp|O15144|ARPC2_HUMAN,3855600,3572900,2930600,3242800,5137000,4397000,2861900,3103400,5181500,3180400,6949200,4718300,4292900,5125400,5161400,2243300,3993800,5617000,5864300,4823000,4549100,3932600,4342900,3660900,3584100,4503800,4083300
sp|O15145|ARPC3_HUMAN,10911000,15798000,10841000,9714300,8920400,12958000,8932900,13198000,14687000,13759000,21728000,11457000,8796000,12570000,5343500,8963200,12879000,16525000,10781000,10299000,12106000,16551000,8951500,8769400,13586000,10905000,17874000
sp|O15160-2|RPAC1_HUMAN;sp|O15160|RPAC1_HUMAN,595340,919010,977560,964110,510010,875020,2095200,988140,1035200,1864100,1437900,1535400,749030,NA,1659400,2001800,1282400,758190,706580,NA,882660,901050,883760,1194200,1610400,NA,1018400
sp|O15173|PGRC2_HUMAN;sp|O15173-2|PGRC2_HUMAN,2395600,2131100,3257800,2201800,2325600,3040700,5571800,4333400,1796400,2243100,3259000,1707000,1812300,1448600,2758200,2163500,2330400,1983100,1252700,1764200,2289500,2881400,1836100,2014400,3616600,1724800,2416200
sp|O15195-2|VILL_HUMAN;sp|O15195|VILL_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O15212|PFD6_HUMAN,917360,2185600,903550,NA,667060,1303600,5277200,1829300,924810,2012600,2118400,1548400,NA,605070,NA,2695000,987600,900840,NA,NA,1047700,1077800,1003200,NA,NA,1093300,885170
sp|O15230|LAMA5_HUMAN;sp|O15230-2|LAMA5_HUMAN,21233000,8186200,14876000,39434000,40519000,5334500,4423300,6279100,13245000,7426900,10220000,14305000,33378000,32825000,13942000,6320100,4161600,31104000,37197000,37870000,8809200,12665000,44826000,31735000,10413000,61315000,19768000
sp|O15231|ZN185_HUMAN;sp|O15231-3|ZN185_HUMAN;sp|O15231-6|ZN185_HUMAN;sp|O15231-4|ZN185_HUMAN;sp|O15231-7|ZN185_HUMAN;sp|O15231-8|ZN185_HUMAN;sp|O15231-2|ZN185_HUMAN;sp|O15231-5|ZN185_HUMAN;sp|O15231-9|ZN185_HUMAN,473090,NA,1142700,538590,1009700,938030,1982100,NA,869970,1518400,1722100,805020,927020,769310,NA,NA,13233000,779370,626540,NA,NA,2296500,894860,NA,2349700,NA,NA
sp|O15247|CLIC2_HUMAN,841880,1280500,NA,NA,1029400,NA,NA,NA,559340,892730,888940,NA,NA,NA,NA,NA,NA,1166800,NA,NA,NA,613950,1141500,NA,455940,1205500,NA
sp|O15258|RER1_HUMAN,NA,1836700,NA,NA,NA,NA,NA,NA,2327300,3526600,3533200,1903000,NA,NA,NA,NA,1438200,1841200,NA,NA,3474300,1826200,NA,1582300,1847000,NA,NA
sp|O15264|MK13_HUMAN;sp|O15264-2|MK13_HUMAN,NA,496180,NA,NA,NA,656930,422990,553030,NA,NA,593920,NA,NA,NA,NA,532320,1329600,NA,NA,NA,NA,567980,NA,NA,NA,NA,NA
sp|O15294|OGT1_HUMAN;sp|O15294-4|OGT1_HUMAN;sp|O15294-2|OGT1_HUMAN;sp|O15294-3|OGT1_HUMAN,3747000,1897200,1555400,NA,NA,NA,1016800,NA,NA,NA,NA,2236100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2432900,NA,NA,NA
sp|O15305|PMM2_HUMAN;sp|O15305-2|PMM2_HUMAN,809450,849610,1489600,NA,762220,1264500,3402200,1644900,909060,2715700,1738600,1512000,NA,674590,829330,1313200,1251300,899500,427170,435750,2250200,2570400,518740,667500,787750,608450,608260
sp|O15327|INP4B_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O15344|TRI18_HUMAN;sp|O15344-2|TRI18_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O15347|HMGB3_HUMAN,1299500,39286000,2356300,NA,NA,1787600,15239000,2784900,3609600,5494400,4133100,8427900,NA,NA,8383700,23337000,6213100,1459600,NA,NA,1792100,1861100,NA,892260,4097100,NA,NA
sp|O15355|PPM1G_HUMAN,NA,79262000,63233000,NA,NA,17540000,85094000,52685000,216620000,39965000,33474000,39941000,317720000,NA,13018000,23433000,78622000,37923000,179050000,NA,6272900,38703000,NA,NA,44827000,323010000,36017000
sp|O15371-2|EIF3D_HUMAN;sp|O15371-3|EIF3D_HUMAN;sp|O15371|EIF3D_HUMAN,1750500,3204500,2938000,1120900,1558800,2319200,4945300,1708700,1470000,2065000,2832300,2391100,1294400,2128200,2430200,3348400,2430900,1431300,1507900,459510,2317100,2555300,NA,1622900,2186100,1499000,982850
sp|O15372|EIF3H_HUMAN,2102700,4272600,2585600,NA,1981900,1094900,3191000,2180700,2245200,2765800,2381100,2485100,1371100,1547400,1092600,3297800,3130700,1916700,1294600,1182700,2087000,1092900,1084300,1052800,3489900,1011700,1850500
sp|O15382|BCAT2_HUMAN;sp|O15382-2|BCAT2_HUMAN,1110100,1611100,890780,940790,NA,1075300,1308800,972080,1526200,3296000,1055000,2020700,1041600,959950,2237600,1994400,780160,3045000,975890,1447700,1230300,817870,1016700,847710,NA,1420500,2018100
sp|O15400-2|STX7_HUMAN;sp|O15400|STX7_HUMAN,1417300,1152700,1611000,2067200,1477200,2007900,596290,803390,753730,863510,1129700,540010,1299500,947870,1300400,770980,590260,2092400,2159200,1715400,892300,781540,1307100,915580,690130,2004400,1202400
sp|O15427|MOT4_HUMAN,NA,2793300,2295600,NA,1191800,NA,1560400,3625900,1632200,1990500,3500400,4334700,NA,1778600,NA,2037600,9762400,NA,NA,NA,2610400,2059200,NA,NA,3112000,NA,3303300
sp|O15439-2|MRP4_HUMAN;sp|O15439|MRP4_HUMAN;sp|O15439-4|MRP4_HUMAN;sp|O15439-3|MRP4_HUMAN,NA,NA,NA,NA,NA,NA,893020,NA,NA,NA,NA,NA,NA,NA,NA,2955300,607550,NA,577260,NA,NA,NA,NA,479820,NA,NA,NA
sp|O15460-2|P4HA2_HUMAN;sp|O15460|P4HA2_HUMAN,NA,2177700,926350,NA,NA,NA,1273900,1937500,1151500,867090,2762400,2635900,NA,NA,NA,2118300,1651500,NA,NA,NA,3009700,1150800,NA,NA,749810,NA,NA
sp|O15498|YKT6_HUMAN;sp|O15498-2|YKT6_HUMAN,NA,1100300,877220,NA,809770,388220,806600,522090,NA,816660,1412300,1577800,NA,847310,NA,983050,477650,NA,775050,NA,1229800,505120,NA,1023900,446760,728980,488220
sp|O15511|ARPC5_HUMAN;sp|O15511-2|ARPC5_HUMAN,NA,4896600,NA,NA,6425300,5381500,3750000,5138800,5456900,5525300,9228800,4668100,6160000,6143800,4521800,NA,NA,6387700,6411600,5846800,6378700,5385200,5355600,5564100,NA,6104900,NA
sp|O15533-2|TPSN_HUMAN;sp|O15533|TPSN_HUMAN;sp|O15533-3|TPSN_HUMAN;sp|O15533-4|TPSN_HUMAN,11228000,30120000,3708900,NA,4408900,13692000,3865200,6269700,23028000,18927000,21423000,16992000,NA,8708400,2238200,2825400,14425000,10821000,2992500,3551700,4413000,3642200,8151900,4219500,16466000,6489500,4726400
sp|O43143|DHX15_HUMAN,2234200,6000800,5982500,1114200,2232800,2642600,5107900,2422500,2517800,4354500,3389200,4844500,1572000,1777400,5603900,9092700,2456200,1780400,2594600,2254300,3042800,2950400,1631800,3133100,2651800,1870300,1911300
sp|O43148|MCES_HUMAN;sp|O43148-2|MCES_HUMAN,NA,NA,NA,NA,NA,NA,713590,NA,518930,649870,NA,753850,NA,NA,NA,750370,NA,NA,NA,NA,593410,NA,NA,NA,534850,NA,444420
sp|O43159|RRP8_HUMAN,NA,NA,NA,NA,NA,NA,1165100,684130,NA,NA,NA,NA,NA,NA,NA,982860,788880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O43169|CYB5B_HUMAN,NA,NA,NA,NA,NA,NA,1075100,NA,43858,NA,NA,NA,NA,NA,NA,46311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O43172-2|PRP4_HUMAN;sp|O43172|PRP4_HUMAN,NA,1398600,885740,NA,NA,NA,823570,1064900,565620,897580,501260,755770,NA,NA,913070,967790,966580,517280,NA,NA,625770,NA,539510,NA,803360,NA,863220
sp|O43175|SERA_HUMAN,3455500,12539000,2502300,4939100,1111800,1696500,3186400,727720,1868000,1670900,799130,3237400,1462800,1228000,1895900,35449000,1293600,2939300,1703400,1856000,4120600,747040,2620000,4087700,4355400,1980600,674880
sp|O43237-2|DC1L2_HUMAN;sp|O43237|DC1L2_HUMAN,NA,2036600,NA,NA,NA,1077500,709020,844090,1259600,893280,NA,836920,NA,690290,NA,NA,NA,836350,810030,NA,NA,1401900,NA,806520,1431600,NA,NA
sp|O43242|PSMD3_HUMAN;sp|O43242-2|PSMD3_HUMAN,1659900,1604700,1304200,1580900,1365800,1593800,825670,1495400,1220600,932690,1613800,1620600,1843500,1343000,2899800,1787100,2216400,1125700,1266400,2097200,1391500,1654400,1861500,1035200,2130700,765210,1743800
sp|O43252|PAPS1_HUMAN,NA,1857400,1279300,NA,876020,1027200,1110500,842660,NA,886190,986700,665330,NA,716050,NA,592910,1355900,935860,NA,NA,763020,1986600,782950,NA,814940,NA,825590
sp|O43264-2|ZW10_HUMAN;sp|O43264|ZW10_HUMAN,NA,782050,NA,NA,NA,NA,941370,NA,341160,452010,447890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315080,NA,NA,NA,NA
sp|O43278|SPIT1_HUMAN;sp|O43278-2|SPIT1_HUMAN,NA,NA,NA,NA,NA,NA,1485100,NA,NA,NA,915910,NA,NA,NA,NA,NA,1091400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O43290|SNUT1_HUMAN,NA,1275800,NA,NA,NA,806350,1218800,1099100,1000000,994720,NA,NA,NA,NA,NA,1810400,1026400,702730,NA,NA,NA,1023100,NA,NA,968480,NA,NA
sp|O43291-2|SPIT2_HUMAN;sp|O43291|SPIT2_HUMAN,NA,777730,NA,NA,NA,NA,1738600,NA,NA,1019700,610120,NA,NA,NA,NA,1923100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O43294|TGFI1_HUMAN;sp|O43294-2|TGFI1_HUMAN,936120,NA,890900,2408400,1163600,NA,739470,966940,807250,1048000,3448500,615980,991710,1184900,NA,NA,NA,1256900,1096400,1699500,1705900,1096800,2510600,2365800,977940,2943500,NA
sp|O43301|HS12A_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O43324-2|MCA3_HUMAN;sp|O43324|MCA3_HUMAN,NA,3115600,NA,NA,NA,NA,6438000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O43390|HNRPR_HUMAN;sp|O43390-2|HNRPR_HUMAN;sp|O43390-3|HNRPR_HUMAN;sp|O43390-4|HNRPR_HUMAN,7958300,15394000,11121000,7382100,6698400,10275000,11910000,11884000,7874500,10438000,7366900,7893900,6256500,6182700,10670000,13064000,10059000,7270500,6206900,6024400,7678700,9245500,7150100,5516500,13910000,6970500,8727100
sp|O43395|PRPF3_HUMAN;sp|O43395-3|PRPF3_HUMAN,NA,1224000,NA,NA,NA,1186900,1490300,1688200,1049900,2360500,NA,1337100,NA,NA,NA,1281700,865410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O43396|TXNL1_HUMAN,NA,2499500,1581400,NA,NA,955190,1440800,1439400,1012100,1995600,1461600,2011200,959980,NA,2475300,1310400,1201100,1598500,NA,969790,899530,1183000,850010,NA,1087500,1747700,1073400
sp|O43399|TPD54_HUMAN;sp|O43399-5|TPD54_HUMAN;sp|O43399-7|TPD54_HUMAN;sp|O43399-2|TPD54_HUMAN;sp|O43399-4|TPD54_HUMAN;sp|O43399-3|TPD54_HUMAN;sp|O43399-6|TPD54_HUMAN,1473400,1788500,1992000,1239600,1636700,2558600,3239000,2459600,2676100,2258700,2488600,1435100,1278700,1300300,2195900,1484000,5349700,1274600,1139800,NA,2290700,2682600,1607300,1501700,2700800,1422100,1976100
sp|O43432-4|IF4G3_HUMAN;sp|O43432|IF4G3_HUMAN;sp|O43432-3|IF4G3_HUMAN,NA,2567800,NA,NA,NA,NA,NA,NA,NA,NA,1929600,NA,NA,NA,NA,NA,1756000,NA,NA,NA,NA,1650300,NA,NA,NA,NA,NA
sp|O43447|PPIH_HUMAN;sp|O43447-2|PPIH_HUMAN,NA,925250,657300,NA,NA,NA,717590,461980,NA,759440,398240,1767200,NA,NA,NA,914290,532110,NA,NA,NA,537670,487550,NA,NA,655580,NA,NA
sp|O43464-4|HTRA2_HUMAN;sp|O43464-3|HTRA2_HUMAN;sp|O43464|HTRA2_HUMAN;sp|O43464-2|HTRA2_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O43488|ARK72_HUMAN,2636400,6238000,3684100,3424500,3272500,3945900,2385200,2672600,4322200,3955000,3725600,2459700,2766000,2958000,2987700,2627900,3540400,4241600,2558000,1758600,3676100,6202500,3138600,3007700,4818300,2770200,1857700
sp|O43491|E41L2_HUMAN;sp|O43491-4|E41L2_HUMAN;sp|O43491-3|E41L2_HUMAN;sp|O43491-2|E41L2_HUMAN,3898700,2402700,1259300,9360700,5558900,3615200,610800,3712200,3951900,2278900,4778100,1554700,13096000,4206800,NA,991140,1970900,7330000,4532800,2216400,3223600,4200800,10749000,6479800,3276800,9928000,3449500
sp|O43516|WIPF1_HUMAN;sp|O43516-2|WIPF1_HUMAN;sp|O43516-3|WIPF1_HUMAN;sp|O43516-4|WIPF1_HUMAN,1905000,1496300,502660,NA,904160,864430,337380,2375100,3638000,2315000,1739100,715640,1449900,1121900,NA,NA,3074900,993960,593010,NA,701460,1295000,1164000,NA,2309800,785800,1405500
sp|O43583|DENR_HUMAN,NA,5732100,NA,NA,2571600,NA,6241300,4937900,5022200,4627400,4455600,6190300,NA,NA,NA,6840600,6074300,NA,NA,NA,4687400,NA,NA,NA,6012900,NA,NA
sp|O43598|DNPH1_HUMAN,NA,2555100,3047900,3940800,NA,4606400,3588300,1748400,5224100,1762800,4457800,NA,NA,1670700,6956900,2772400,2307200,NA,NA,NA,1520800,1830100,NA,NA,7180900,NA,NA
sp|O43598-2|DNPH1_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O43633|CHM2A_HUMAN,NA,NA,NA,NA,923020,NA,695530,781960,NA,2478600,1038700,NA,NA,762280,NA,747220,881470,857410,NA,NA,NA,NA,1133900,NA,NA,NA,708460
sp|O43660-2|PLRG1_HUMAN;sp|O43660|PLRG1_HUMAN,NA,652080,766130,NA,NA,NA,NA,460880,NA,NA,NA,NA,NA,NA,NA,621940,NA,NA,NA,NA,NA,NA,NA,NA,500050,NA,NA
sp|O43670-2|ZN207_HUMAN;sp|O43670|ZN207_HUMAN;sp|O43670-4|ZN207_HUMAN;sp|O43670-3|ZN207_HUMAN,1785300,2734900,1367500,NA,1474500,2158100,1745300,2019100,3173100,2453100,NA,1322300,1600000,NA,NA,2151400,2651100,1297200,1643000,1363800,NA,1608000,NA,NA,2699600,1467600,1885400
sp|O43678|NDUA2_HUMAN;sp|O43678-2|NDUA2_HUMAN,1434000,1798600,1140200,1325800,1475900,NA,2862200,1151800,NA,NA,932130,1516800,NA,1259000,1363800,1356500,NA,NA,NA,1266900,NA,1197500,NA,1767500,1089700,NA,NA
sp|O43681|GET3_HUMAN,1780800,2589600,2644600,1571900,2421700,2146000,1886100,3330900,2463500,2127600,3413400,2283400,NA,2508400,1677000,2106200,1837800,2879600,1633100,2024800,1664300,1922400,1653600,3739500,1434400,2040700,1897900
sp|O43684-2|BUB3_HUMAN;sp|O43684|BUB3_HUMAN,NA,948310,1378800,NA,NA,NA,1384900,1036100,1009000,1491000,922660,1185200,NA,891490,1206200,1465400,1111000,1028600,NA,NA,1194100,924260,NA,NA,1007100,NA,NA
sp|O43707|ACTN4_HUMAN;sp|O43707-2|ACTN4_HUMAN;sp|O43707-3|ACTN4_HUMAN,34348000,31872000,42702000,38731000,41050000,29474000,28208000,29347000,38627000,36457000,34850000,23758000,45375000,29914000,27152000,28170000,47485000,40010000,30568000,44149000,41672000,39784000,40020000,30627000,28146000,35270000,32053000
sp|O43719|HTSF1_HUMAN,1007200,2086900,NA,NA,NA,845360,NA,2303500,251210,1608200,459470,NA,708650,NA,NA,NA,1384500,NA,NA,NA,NA,NA,624150,NA,3017800,NA,1802200
sp|O43747|AP1G1_HUMAN;sp|O43747-2|AP1G1_HUMAN,NA,345630,359460,NA,368330,NA,1016800,NA,NA,NA,350040,709570,NA,343710,742870,682120,NA,424500,NA,NA,568660,NA,NA,735700,NA,426280,669520
sp|O43760|SNG2_HUMAN;sp|O43760-2|SNG2_HUMAN,2247600,1809100,1540800,NA,1751200,2454800,2043200,3401100,3331500,2525400,2161200,1509000,2218500,NA,1962600,1774500,1972500,1463600,4834400,NA,NA,NA,2272800,1276300,2608900,2527200,2640200
sp|O43768-6|ENSA_HUMAN;sp|O43768-5|ENSA_HUMAN;sp|O43768-2|ENSA_HUMAN;sp|O43768|ENSA_HUMAN;sp|O43768-9|ENSA_HUMAN;sp|O43768-7|ENSA_HUMAN;sp|O43768-3|ENSA_HUMAN;sp|O43768-4|ENSA_HUMAN;sp|O43768-8|ENSA_HUMAN,2219600,2887700,2314900,1447300,2165300,2258900,2442400,3113100,2582800,2977800,1974900,4270000,2459900,NA,NA,NA,2704900,2006000,NA,2194900,2363200,2793200,NA,2440400,4762400,NA,2842500
sp|O43776|SYNC_HUMAN;sp|O43776-2|SYNC_HUMAN,1566700,3862800,1716900,1464500,1328800,1969300,3296800,1797800,1713300,2829000,1969300,3570000,1704900,1104500,3506500,1670300,2120300,1743300,959380,NA,1516900,1850800,1332000,1352900,1933900,1290000,1785300
sp|O43795-2|MYO1B_HUMAN;sp|O43795|MYO1B_HUMAN,1646500,698570,1294600,1879600,1386800,1194700,772200,1001200,804280,946810,690120,778330,2230200,1209200,2310600,547710,760980,1285800,1597800,1597000,712380,1525800,1620900,1594400,1185900,1499400,1781900
sp|O43809|CPSF5_HUMAN,81239000,187380000,120710000,57985000,94198000,110870000,221420000,118230000,82138000,165250000,126590000,147130000,32359000,98802000,124280000,242420000,97478000,88984000,96945000,84839000,149580000,114190000,81047000,114080000,114370000,113140000,92328000
sp|O43813|LANC1_HUMAN,NA,NA,567120,1219100,NA,NA,1048300,NA,643270,754070,NA,NA,1130900,NA,1331600,NA,NA,NA,NA,NA,578020,680080,735900,NA,765160,NA,NA
sp|O43815|STRN_HUMAN,950590,1130600,741980,NA,675010,NA,1185300,861660,879890,786440,584670,777080,NA,NA,NA,NA,1294000,776810,NA,NA,953400,1045600,NA,NA,866720,NA,NA
sp|O43847|NRDC_HUMAN;sp|O43847-2|NRDC_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O43852|CALU_HUMAN;sp|O43852-3|CALU_HUMAN;sp|O43852-5|CALU_HUMAN;sp|O43852-6|CALU_HUMAN;sp|O43852-9|CALU_HUMAN;sp|O43852-15|CALU_HUMAN;sp|O43852-10|CALU_HUMAN;sp|O43852-13|CALU_HUMAN;sp|O43852-14|CALU_HUMAN;sp|O43852-11|CALU_HUMAN;sp|O43852-12|CALU_HUMAN,3307500,3740400,6011000,1749800,2750700,7285000,6633300,7635300,4404000,5004500,9591400,4185400,4537400,1821800,NA,8047100,23076000,3116900,404640,2592800,5711300,8795500,NA,1316500,7761200,2342300,3161300
sp|O43865|SAHH2_HUMAN;sp|O43865-2|SAHH2_HUMAN,NA,NA,1242200,NA,NA,NA,NA,NA,887330,NA,NA,NA,NA,NA,NA,NA,1678500,NA,NA,NA,NA,NA,NA,NA,1587100,NA,NA
sp|O43866|CD5L_HUMAN,837590,893330,3859000,NA,608200,765670,NA,NA,NA,646060,450390,4194000,1080700,11679000,NA,2155000,NA,4688500,4672600,4433200,NA,924550,967930,NA,NA,718020,NA
sp|O43920|NDUS5_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,1642900,NA,NA,649890,NA,NA,698550,NA,NA,706850,NA,724080,NA,NA,NA,NA,NA,NA,NA
sp|O60216|RAD21_HUMAN,NA,1736900,NA,NA,NA,NA,973650,NA,796620,NA,979650,NA,NA,NA,NA,1492100,NA,789510,NA,NA,697330,867810,NA,NA,996350,NA,NA
sp|O60218|AK1BA_HUMAN,NA,769170,NA,NA,NA,11176000,NA,NA,NA,NA,NA,8848000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24399000,NA,NA
sp|O60220|TIM8A_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O60231|DHX16_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O60234|GMFG_HUMAN,2791200,5196200,2459200,NA,4083700,NA,NA,NA,NA,NA,3933200,2627200,NA,6446700,NA,NA,NA,2962600,5406900,NA,2179400,NA,NA,3355800,NA,4543500,NA
sp|O60256-4|KPRB_HUMAN;sp|O60256-3|KPRB_HUMAN;sp|O60256-2|KPRB_HUMAN;sp|O60256|KPRB_HUMAN,NA,NA,NA,NA,NA,NA,484720,NA,NA,NA,NA,NA,NA,NA,NA,499260,NA,NA,NA,397520,NA,509000,NA,507210,NA,385660,NA
sp|O60264|SMCA5_HUMAN,844870,1376000,1040700,NA,NA,NA,463150,990180,657010,688020,645840,1077000,NA,NA,NA,1350600,1073400,511720,NA,NA,NA,857030,NA,NA,1871700,NA,1088000
